respondent_id,h1n1_vaccine,seasonal_vaccine
26707,0.18210540664308217,0.30450007326351125
26708,0.04161149080889481,-0.018639330251876488
26709,0.48449886637782014,0.6511186231943866
26710,0.5688326785196445,0.8341710185276657
26711,0.32853552974399347,0.5095705834239266
26712,0.5378076891566504,0.9279871741996647
26713,0.5050876011801164,0.5065355954788224
26714,0.15812382200502878,0.21926039428777355
26715,0.07667793078048213,0.18523132384352908
26716,0.2565276877207321,0.8319360864962643
26717,-0.04133283404951882,0.2969572551268985
26718,0.25612296037318205,0.45249348549302293
26719,0.11907469317977859,0.8545945443504611
26720,0.1255448932746513,0.18919703586395964
26721,0.48495114757157753,0.44527006093219423
26722,0.05531854281612847,0.02521267938595037
26723,0.7343101630686888,0.7949336447336447
26724,0.18045831994862288,0.5712846539922632
26725,0.019780203690765663,0.00412196497774292
26726,9.058617007406955e-05,-0.08598356097618277
26727,0.29241317232560027,0.7400223457346031
26728,0.2826032955285669,0.53904734723485
26729,0.12292644690906007,0.3577464868920719
26730,0.03018742142480002,0.18345901208309473
26731,0.010271533619457485,0.36182914158406054
26732,0.2469671263319939,0.07131509596024825
26733,0.9285660230452737,0.9870215460918988
26734,0.8241646229272022,0.36352488621857704
26735,0.19742471046307974,0.4541239923980168
26736,0.11885893971298711,0.1810085570147344
26737,0.11815976499846415,0.1464412904833124
26738,0.7568303983773723,0.8567408085243883
26739,0.14306512270885546,0.19363147276994352
26740,0.19442399177163278,0.1357806246785191
26741,0.2142766943245371,0.889209970559579
26742,0.20652843335673354,0.4298102049103693
26743,0.1290380523408654,0.483591296033545
26744,0.14859546640366145,0.5753864673254611
26745,0.20409612291919843,0.9594456315579135
26746,0.15369600540249806,0.3059608736039764
26747,0.19122791771975123,0.34552970925482007
26748,0.1609043202759859,0.01973713158124636
26749,0.09452505920233162,0.6041723189170582
26750,0.6684540124447071,0.8857672443740848
26751,0.4320656825249839,0.660635163385802
26752,0.03178880833811237,-0.063874133001312
26753,0.3428228153828592,0.6129803117194103
26754,0.15887359715996185,0.49977473305388
26755,0.18644297757043482,0.3936151772101283
26756,-0.014303345385091593,-0.03668253324374775
26757,0.6152470756637768,0.5335946899482378
26758,0.6655932230694952,0.8453767840840712
26759,0.048091618629269584,0.23010800207842208
26760,-0.0427051984550178,-0.10011057506151316
26761,0.29298326973743216,0.5660174918030815
26762,0.24326647940813517,0.7924613578080545
26763,0.8761189344976432,1.0274570146865836
26764,0.9704296858960102,1.0102012729801735
26765,0.0744991721863999,0.6862733972198857
26766,0.19730106832738165,0.19080858507015197
26767,0.7283702147177524,0.6492994636190816
26768,-0.04727254989209462,0.39226318204173144
26769,0.17216066986477874,0.15265830493503701
26770,0.19425899226771787,0.59830505614215
26771,0.1156300393472749,0.22023274256862851
26772,0.1467940965451361,0.44640579787417856
26773,-0.023030508419139728,0.47982882676434
26774,0.04668951420219786,0.538148032944136
26775,0.15718651999311767,0.46682116462826895
26776,0.5141913022823842,0.329628554311559
26777,0.20569925012852952,0.9076397936568907
26778,0.2043377843699561,0.1793502986735379
26779,0.14976810606480517,0.427661761267472
26780,0.22754871916849673,0.9745578871536466
26781,0.11728546115590432,0.48514336762509835
26782,0.09951903902694137,0.3707579876860463
26783,0.13627080069818037,0.3580525158900248
26784,0.4069321378334583,0.8415490498385917
26785,0.40679990517243225,0.4921758240412538
26786,0.23798918958206927,0.328005961126962
26787,0.18581518280726855,0.44938505446611066
26788,0.1933457732263243,0.9141425060770388
26789,-0.061600606305521,0.25422677084335593
26790,0.1336775812150635,0.3000734001477487
26791,0.10461842622316342,0.1149275138849201
26792,0.3728298118508504,0.7714871380738411
26793,0.12021456718627499,0.8357248319031632
26794,0.7607133044802628,0.8541198423965429
26795,0.06358638475657097,0.9514805622811516
26796,0.10503197178297885,0.08115424649498902
26797,0.13738521365510203,0.6074468657080996
26798,0.35614397553616406,0.2127920621331818
26799,0.3067049407934218,0.18509215076801655
26800,0.08550489743012313,0.8908721241732088
26801,0.3544744844102823,0.3327068326216536
26802,0.23136014048198916,0.2130388976130645
26803,0.09853205249089725,0.11042499004846375
26804,0.0765655362869947,0.06719020306749103
26805,0.13377918426785695,0.22643190443822403
26806,0.1476601140059033,0.8553960439021085
26807,0.6236539857154928,0.9576516980878692
26808,0.2806337445832088,0.5008451402049025
26809,0.6241369272548746,0.16045573199744895
26810,0.05934115703674364,0.09582736654795308
26811,0.13463641037627788,0.05217242472837259
26812,0.19977180278338902,0.6333692359839193
26813,0.4793768802311573,0.36048806690304835
26814,0.0762130444793539,0.4598714724771006
26815,0.07650069652912023,0.14961526682282272
26816,0.08042763022568256,0.25676435528544084
26817,0.2902964687381011,0.6919842917719228
26818,0.09961619854091153,0.28220501279337995
26819,0.4146949370029378,0.39097330650672857
26820,0.12095507605021427,0.3340585866346457
26821,0.22423674762625279,0.4743294595048487
26822,0.2780455419746468,0.6138903126620509
26823,0.6038659071833935,0.5796685982127199
26824,0.06919112816941941,0.621025064149465
26825,0.4970865518042149,0.752753858851969
26826,0.18968745061284764,0.6414460430099315
26827,0.09628052524631397,0.14238291599346714
26828,0.27225466467698056,0.5790860130661821
26829,0.7199856240920095,0.8818357576919706
26830,0.12416383178981577,0.6564627716455119
26831,0.2259818828646183,0.6987902501203255
26832,0.12726758878650019,0.7020955104240407
26833,-0.04829207674538882,0.33330846922796054
26834,0.29138463101580725,0.47059553281683064
26835,0.49913050580417817,0.903120560996931
26836,0.31595109399481114,0.5406417490170435
26837,0.11453601980271522,-0.17645228202824853
26838,0.12879438924707082,0.38797321834524856
26839,0.32092310795508916,0.4874346662467687
26840,0.12787351607280673,0.08404589980170381
26841,0.4317252955534471,0.7370683887592285
26842,0.13165064731818032,0.2243721390050304
26843,0.029458279780554042,-0.13218750650892275
26844,0.05144778163262176,0.4368421369143939
26845,0.13319916068469617,0.6463857977810897
26846,0.148753267552098,0.6807666197187756
26847,0.4349046447638537,0.06261943626533086
26848,0.11841437481448336,0.6603785514188252
26849,0.3494278499372898,0.6528910976211809
26850,0.6753904107226851,0.6296078265533644
26851,0.050996432184139795,0.0049145134328654055
26852,0.026681902240616617,0.07606120743641591
26853,0.43691724854475267,0.4408205045610406
26854,-0.041456776361262326,0.038578067459305906
26855,0.696170580858145,0.8380780784697465
26856,0.18717031295264291,-0.06412649145110429
26857,0.4024733478275657,0.16908283119224016
26858,0.2431298185299987,0.5816060137129714
26859,0.11847385288767476,0.10865774570694102
26860,0.32882790122441596,0.12205256946176594
26861,0.08186205037692956,0.04974331828858834
26862,0.17115912381306686,0.30862437982515295
26863,0.3481801747468636,0.42031023732158734
26864,0.6090928745177329,0.42917920263229004
26865,-0.03350699834003634,-0.05556615911434505
26866,0.3712431816156473,0.623642662543879
26867,0.1630093591992695,0.16887800428399485
26868,0.7231241349355295,0.9479769210826557
26869,0.18621188088695206,0.38657808576552805
26870,0.6081748160130342,0.7717104855225185
26871,0.10610811020215316,-0.03276298784800523
26872,0.13691121338002066,0.3562787452837759
26873,0.2683863965630342,0.8279993905223856
26874,0.11407936846463484,0.10773691944869145
26875,0.6914929184956595,0.924544458994432
26876,0.0987675696552252,-0.05623915868402568
26877,0.12182463794183673,0.1597255189615917
26878,0.24926170305414685,0.26661622011967157
26879,-0.05161779347707304,-0.11053828883782298
26880,0.1287232510780419,0.1539348283247035
26881,0.03891782914378694,0.06765018940230187
26882,0.08463956564781694,0.07762002630475993
26883,0.1472894402741305,0.323265314343788
26884,0.14636333652041233,0.21852603668985654
26885,0.2792742561247318,0.8039504579408161
26886,0.1721696940491927,0.6737467156393618
26887,0.7402028762176558,0.8332001645529085
26888,0.9066030632347397,0.9191414122538185
26889,0.05423066764955692,0.11118334487265362
26890,0.19186382526021095,0.43014857037904486
26891,0.33614744202625424,0.4423068589372732
26892,0.29095367692605656,0.7937472530830286
26893,0.10391994771491969,0.22316353947744072
26894,0.2069409533701051,0.3014259082632758
26895,0.12014607802059757,0.7756887935498137
26896,0.06903995590148987,0.08595877706991147
26897,0.10204436130187644,0.4449614087460755
26898,0.28943615583147664,0.5715885889754329
26899,0.13660193004486026,0.04750785867236261
26900,0.16038823731419366,0.30611237985700435
26901,-0.0460521238837136,0.3238727783803817
26902,0.21450499569640047,0.9363064188528678
26903,0.3467647839142227,0.01667504751324468
26904,0.07939294678485209,0.3544064592072649
26905,0.5459383791027759,0.7315498963009442
26906,0.12001036718251501,0.3223681103813233
26907,-0.07835548519805946,0.5093393884295583
26908,0.20213751548787662,0.6531453107024351
26909,0.2670782917739414,0.4014468693421356
26910,0.13093528663664072,0.31964185128612477
26911,0.07564202424485134,0.038655373203381
26912,0.5419954961054833,0.9488893971797615
26913,0.8505949084731215,0.83936541151556
26914,0.10573718715487945,0.18498427381309202
26915,0.24008678853961507,0.657905427383675
26916,0.1093305434085563,0.3619092288744353
26917,-0.08904927165197438,-0.14098518574798918
26918,0.6157627377861945,0.9078396821015757
26919,0.44992502989153205,0.5812194887154576
26920,0.025294691862886465,0.09959204188325126
26921,0.18638907887544753,0.7898788804937094
26922,0.06724687412635189,0.6979751972546945
26923,0.12793588813525958,0.443083387810212
26924,0.6021650681127165,0.847454462657705
26925,0.16844390190235303,0.5090882441113717
26926,0.6515435649010777,0.49763233831687015
26927,0.33302238357713576,0.5623333546911816
26928,0.042116796326582384,0.43527784774658146
26929,0.10600630981610515,0.13101213084151248
26930,0.7010674376519197,0.8551652651976427
26931,0.1687834512009908,0.44798728669662313
26932,0.12791291161176183,0.8179444396017274
26933,0.12354488922577361,0.7049611418821842
26934,0.5902591743603236,0.68103992176153
26935,0.21227997854062375,0.4418585666823039
26936,0.6277433833497055,0.2674416694740721
26937,0.2862071969571357,0.6400648603784121
26938,0.12677469730105095,0.0070580497431503575
26939,0.02055665729503453,-0.04881711786025082
26940,0.2132325607861807,0.1748006892344396
26941,0.05777476778222512,0.3995186822338291
26942,0.5605966043226684,0.7527562466437551
26943,0.17130567961829168,0.5557733743914971
26944,0.13596298109922372,0.21994402101581584
26945,0.17069079323536235,0.5135394137663151
26946,0.16426030841110062,0.6417092544197875
26947,0.24308324138067272,0.4833649594741253
26948,-0.022698086382601623,0.018357290521164457
26949,0.021181448473853892,0.018429064879680643
26950,0.020920900283792343,0.4520059388101271
26951,0.14097015195374052,0.3131053592154138
26952,0.8495278181959669,0.9187173363477724
26953,0.748374276267775,1.0310200731699648
26954,0.06810401778534292,0.14675770223564794
26955,0.19096685627367593,0.5374441114119551
26956,0.16790128181246244,0.31221760708362856
26957,0.04086265829450386,0.8334064945502796
26958,0.3120756180358778,0.6345132790059572
26959,0.041397063640638276,0.20276394607061032
26960,0.0870898631677055,0.0032339258307062108
26961,0.27375751262438297,0.5205138286101033
26962,0.19672855888497587,0.8530193005775856
26963,0.1697001286632125,0.28186704551581443
26964,0.14626598272204167,0.16814185722201724
26965,0.7874855483200129,0.977650667212756
26966,-0.05189008535164724,-0.10849898561199249
